Date,Close,High,Low,Open,Volume,Stock,Return,MA20,MA50,Volatility,RSI,MACD,Trend
2025-08-21,995.5999755859376,998.75,991.5999755859376,998.75,12439850,HDFC BANK,0.0015089025619539065,998.3824951171875,989.5778454589844,0.0066161567728929924,50.71041852259669,0.825400028640729,Sideways
2025-08-22,982.2999877929688,998.0,978.5499877929688,994.9500122070312,19833502,HDFC BANK,-0.013358766692557866,997.2674957275391,990.0490307617188,0.007146554494713985,43.30286607873849,-0.2908152797281218,Bearish
2025-08-25,982.0499877929688,988.7000122070312,978.5,980.0999755859376,17518044,HDFC BANK,-0.0002545047369507669,996.254995727539,990.769775390625,0.0071431756341497005,43.17519711929153,-1.1819718286811849,Bearish
2025-08-26,973.4000244140624,985.7000122070312,968.0,979.5,16917731,HDFC BANK,-0.008808068312638584,994.7124969482422,991.14189453125,0.007312837985842432,38.9015866438106,-2.556727208329903,Bearish
2025-08-28,957.7999877929688,972.2000122070312,955.0,967.0,25438255,HDFC BANK,-0.016026336788397044,992.0624969482421,991.2592395019532,0.0077317004766866175,32.62883362581316,-4.8491256298704,Bearish
2025-08-29,951.5999755859376,963.2999877929688,950.0999755859376,954.0,14823813,HDFC BANK,-0.006473180503288267,988.9974945068359,991.2101574707032,0.007692205480759793,30.522339275015582,-7.084491456654064,Bearish
2025-09-01,950.5999755859376,957.4500122070312,946.3499755859376,949.5999755859376,20178344,HDFC BANK,-0.00105086173356006,986.0724945068359,991.1272619628907,0.0077036462958904525,30.18386494512052,-8.834883583545434,Bearish
2025-09-02,944.5,954.7999877929688,944.0,951.0,14196320,HDFC BANK,-0.006416974271620024,982.9924957275391,990.6322888183594,0.007742502880146033,28.13432141602945,-10.592198731600206,Bearish
2025-09-03,954.4500122070312,956.2999877929688,940.0,945.0,16083481,HDFC BANK,0.01053468735524743,980.9149963378907,990.4971411132813,0.008132539394602373,35.792858713262916,-11.054570609069629,Bearish
2025-09-04,961.25,965.7000122070312,956.25,960.2000122070312,17597657,HDFC BANK,0.007124509095290055,979.5374969482422,990.3746606445312,0.008287656277239288,40.4625057656439,-10.748400596718398,Bearish
2025-09-05,963.4000244140624,967.5,954.0499877929688,967.5,11602111,HDFC BANK,0.002236696399544824,978.0749969482422,990.1047546386719,0.008240319098606454,41.901262466797775,-10.21452299165503,Bearish
2025-09-08,966.0,973.1500244140624,960.4500122070312,969.0,11711307,HDFC BANK,0.002698749761314234,976.4899963378906,989.476396484375,0.008157290634533257,43.67388856390594,-9.472432536483211,Bearish
2025-09-09,965.1500244140624,974.4000244140624,962.7000122070312,974.0,13985539,HDFC BANK,-0.0008798919109085368,975.3999969482422,988.6804138183594,0.007865199114309147,43.2097432245432,-8.850879006819582,Bearish
2025-09-10,965.9000244140624,973.9000244140624,961.7000122070312,973.9000244140624,18091100,HDFC BANK,0.0007770812630454316,973.8049987792969,988.0330981445312,0.0073545220649188095,43.777525179882325,-8.20321309033875,Bearish
2025-09-11,967.7999877929688,969.25,959.9000244140624,960.2999877929688,15113633,HDFC BANK,0.001967039373520052,972.9474975585938,987.3180456542968,0.00689057958712796,45.270317300926386,-7.4507345889059025,Bearish
2025-09-12,967.2999877929688,970.75,962.25,969.9000244140624,14363519,HDFC BANK,-0.000516635675043009,971.8049957275391,986.8533447265625,0.006739208724037225,44.93220840490165,-6.816163289049314,Bearish
2025-09-15,967.0499877929688,972.3499755859376,965.0,969.5999755859376,14486377,HDFC BANK,-0.0002584513627157392,970.379995727539,986.3726721191406,0.006563587777434478,44.752233289840966,-6.261257988146895,Bearish
2025-09-16,966.8499755859376,969.3499755859376,961.2000122070312,961.2000122070312,18661794,HDFC BANK,-0.00020682716463049644,968.6324951171875,985.8660522460938,0.006318334273399211,44.598320617967154,-5.7711051451158255,Bearish
2025-09-17,966.5,974.4000244140624,964.3499755859376,965.1500244140624,17361476,HDFC BANK,-0.00036197506828861137,967.1799957275391,985.37138671875,0.006234935444561349,44.31115091077521,-5.349232962757583,Bearish
2025-09-18,976.9000244140624,979.6500244140624,969.25,973.2999877929688,17791598,HDFC BANK,0.010760501204410078,966.3199981689453,984.945068359375,0.006807572772111483,53.8259456300042,-4.128114827164154,Bearish
2025-09-19,966.9000244140624,976.7000122070312,962.0999755859376,974.9000244140624,31243267,HDFC BANK,-0.010236462022813364,964.8850006103515,984.2209948730468,0.007093942573480511,45.7345107628438,-3.9220750932701094,Bearish
2025-09-22,964.2000122070312,971.2000122070312,961.9500122070312,964.0,10854415,HDFC BANK,-0.0027924419679969947,963.9800018310547,983.4927966308594,0.00653046691309285,43.81915993979437,-3.931337528036238,Bearish
2025-09-23,957.2000122070312,968.2000122070312,955.5,967.0,21022298,HDFC BANK,-0.007259904492198821,962.7375030517578,982.8490393066406,0.006679672469658165,39.231831136524214,-4.452197412505143,Bearish
2025-09-24,951.0499877929688,956.4500122070312,943.0,952.2000122070312,15117220,HDFC BANK,-0.006425014976631949,961.6200012207031,982.0892639160156,0.006558080099911838,35.69609376118987,-5.300141464279022,Bearish
2025-09-25,949.8499755859376,958.0,947.4000244140624,952.5,31413279,HDFC BANK,-0.001261776165746964,961.2225006103515,981.1807983398437,0.0055473107636413235,35.03264429783559,-5.999812091565559,Bearish
2025-09-26,945.0499877929688,951.4500122070312,941.2999877929688,945.0999755859376,14874656,HDFC BANK,-0.005053416767219376,960.8950012207031,980.1683532714844,0.005474131976781181,32.43577226986024,-6.8625181666102435,Bearish
2025-09-29,950.2999877929688,956.7999877929688,939.0999755859376,946.0499877929688,32398179,HDFC BANK,0.005555261698125147,960.8800018310546,979.3546752929688,0.005625622931921132,37.86131905454614,-7.04141873062963,Bearish
2025-09-30,951.0,960.0,946.2999877929688,958.0499877929688,28296687,HDFC BANK,0.0007366223466518385,961.2050018310547,978.8492651367187,0.005419857721362946,38.569657196539964,-7.0454974724700605,Bearish
2025-10-01,965.25,969.5999755859376,946.0,952.7000122070312,25350832,HDFC BANK,0.014984227129337446,961.7450012207031,978.1989245605469,0.00592720562465513,50.851935906681256,-5.831650361689981,Bearish
2025-10-03,965.1500244140624,966.75,952.0,952.0,26658296,HDFC BANK,-0.00010357481060618845,961.9400024414062,977.4807482910156,0.005723999459762987,50.77523301948532,-4.82214825198912,Bearish
2025-10-06,973.4500122070312,977.4000244140624,962.0,971.9000244140624,18542683,HDFC BANK,0.008599686663229189,962.4425018310546,976.7569982910156,0.0060117100787275245,56.624683353323,-3.314167250909918,Bearish
2025-10-07,982.5,989.8499755859376,971.0,974.0,25535736,HDFC BANK,0.009296818202765733,963.2675018310547,976.3149987792968,0.006310260573153553,61.935987583163296,-1.372996018705976,Bullish
2025-10-08,978.7000122070312,985.9000244140624,974.5499877929688,976.0,15939710,HDFC BANK,-0.0038676720539122522,963.9450012207031,975.8429992675781,0.006388648696392182,58.686494758981326,-0.13962161777214988,Bullish
2025-10-09,977.0999755859376,979.0,970.1500244140624,974.5,15370950,HDFC BANK,-0.0016348590999661905,964.5049987792969,975.2999987792969,0.006410176539292377,57.322753550322304,0.7006502378897039,Bullish
2025-10-10,980.9000244140624,986.2000122070312,978.0999755859376,979.0,13757080,HDFC BANK,0.0038891095313413615,965.1600006103515,974.7019995117188,0.006446119949628289,59.716951529310315,1.6541360684963138,Bullish
2025-10-13,977.0,981.0,972.0,974.2999877929688,18634254,HDFC BANK,-0.003975965253331548,965.6450012207031,973.9839990234375,0.006526176640331539,56.23038801266568,2.071205514505209,Bullish
2025-10-14,977.1500244140624,980.4500122070312,967.0,970.0,22934382,HDFC BANK,0.00015355620681933857,966.1500030517578,973.345,0.006524242727662459,56.33599746546263,2.3863336033601854,Bullish
2025-10-15,978.25,984.9000244140624,973.3499755859376,975.0,23310447,HDFC BANK,0.001125697752089927,966.720004272461,972.7880004882812,0.006523020681359287,57.152322605291644,2.69378148492126,Bullish
2025-10-16,994.3499755859376,996.5999755859376,981.5,982.6500244140624,22936566,HDFC BANK,0.01645793568713283,968.1125030517578,972.755,0.00741489765585532,66.90508688965471,4.18828962707471,Bullish
2025-10-17,1002.5499877929688,1009.0,986.0,993.9500122070312,25210511,HDFC BANK,0.008246605730742873,969.3950012207031,973.03,0.007268580116725509,70.5782702565399,5.965602796250778,Bullish
2025-10-20,1002.9500122070312,1020.0,997.0,997.0,22195202,HDFC BANK,0.00039900695120764773,971.1975006103515,973.2359997558593,0.006748945389656004,70.74883185614006,7.322011325972198,Bullish
2025-10-21,1007.7000122070312,1010.0,1004.0,1006.0,3471600,HDFC BANK,0.004736028657646996,973.3725006103516,973.4359997558594,0.0066858349410367605,72.76761873109106,8.680200215913601,Bullish
2025-10-23,1008.7999877929688,1020.5,1006.0,1016.0,43526526,HDFC BANK,0.0010915704799172588,975.9524993896484,973.8729992675782,0.006312306797230198,73.22840092741068,9.733136000177069,Bullish
2025-10-24,994.75,1011.9500122070312,991.2999877929688,1011.0,17707768,HDFC BANK,-0.013927426608823623,978.1375,973.8119995117188,0.007058635494768335,59.40252741645866,9.326370012908114,Bullish
2025-10-27,1002.9500122070312,1009.0499877929688,996.2000122070312,996.5,15700796,HDFC BANK,0.008243289476784321,980.7925018310547,974.1719995117187,0.007127805848499219,63.70911978021624,9.55552732130218,Bullish
2025-10-28,1003.5499877929688,1008.0,995.0,997.6500244140624,33904289,HDFC BANK,0.0005982108566080502,983.7175018310547,974.4399987792968,0.006910988164338885,64.00994967082822,9.674032925089591,Bullish
2025-10-29,1007.8499755859376,1012.5,1000.0,1004.9000244140624,17769445,HDFC BANK,0.004284776887323316,986.5950012207031,974.6859985351563,0.006892370790677457,66.17411754880204,9.999652775643199,Bullish
2025-10-30,998.1500244140624,1009.5,997.0999755859376,1000.0,19962917,HDFC BANK,-0.009624399867882993,988.9525024414063,974.6129992675782,0.007436699075286793,57.73944704241649,9.367026607515527,Bullish
2025-10-31,987.2999877929688,1004.4500122070312,981.1500244140624,994.0,23221330,HDFC BANK,-0.010870146126042424,990.0550018310547,974.4479992675781,0.007389934830195478,50.05406201466562,7.899102595960471,Sideways
2025-11-03,992.6500244140624,994.5499877929688,983.2999877929688,985.0,16607180,HDFC BANK,0.005418856160479768,991.4300018310547,974.4190002441406,0.007443376135791348,53.35124678016546,7.085784965844141,Sideways
